texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:174:53:174:53: e304 unexpected parameter number
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1416:70:1416:70: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1416:73:1416:73: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1416:77:1416:77: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1418:10:1418:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1418:66:1418:66: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1418:69:1418:69: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1418:72:1418:72: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1418:76:1418:76: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1420:10:1420:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1420:68:1420:68: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1420:71:1420:71: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1420:74:1420:74: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1420:78:1420:78: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1422:10:1422:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1422:68:1422:68: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1422:71:1422:71: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1422:74:1422:74: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1422:76:1422:76: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1423:10:1423:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1423:15:1423:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1429:12:1429:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1429:17:1429:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1429:18:1429:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1431:35:1431:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1431:40:1431:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1431:56:1431:56: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1432:14:1432:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1432:19:1432:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1432:20:1432:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1432:27:1432:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1432:28:1432:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1434:8:1434:8: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1434:9:1434:9: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1435:40:1435:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1435:41:1435:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1435:44:1435:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1435:45:1435:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1436:12:1436:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1436:17:1436:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1437:10:1437:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1437:15:1437:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1443:12:1443:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1443:17:1443:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1443:18:1443:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1446:35:1446:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1446:38:1446:53: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1446:54:1446:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1447:14:1447:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1447:19:1447:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1447:20:1447:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1447:27:1447:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1447:28:1447:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1449:8:1449:8: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1449:9:1449:9: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1450:40:1450:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1450:41:1450:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1450:44:1450:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1450:45:1450:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1451:12:1451:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1451:17:1451:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1452:10:1452:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1452:15:1452:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1458:12:1458:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1458:17:1458:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1458:18:1458:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1462:45:1462:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1462:46:1462:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1467:41:1467:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1471:15:1471:30: w202 deprecated control sequences
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1471:48:1471:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1471:51:1471:60: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1471:61:1471:61: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1474:39:1474:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1474:56:1474:56: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1474:61:1474:61: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1474:62:1474:62: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1475:22:1475:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1475:65:1475:65: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1476:22:1476:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1476:65:1476:65: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1481:10:1481:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1481:66:1481:66: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1481:67:1481:67: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1481:70:1481:70: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1481:72:1481:72: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1483:10:1483:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1483:66:1483:66: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1483:67:1483:67: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1483:70:1483:70: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1483:74:1483:74: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1484:10:1484:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1484:15:1484:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1495:1:1495:96: s103 line too long
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1495:10:1495:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1495:43:1495:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1495:45:1495:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1495:46:1495:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1495:47:1495:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1495:49:1495:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1495:68:1495:91: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1495:92:1495:92: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1495:93:1495:93: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1495:96:1495:96: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1508:8:1508:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1508:29:1508:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1508:30:1508:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1508:52:1508:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1512:10:1512:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1512:45:1512:68: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1512:69:1512:69: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1513:14:1513:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1513:24:1513:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1513:40:1513:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1513:41:1513:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1530:29:1530:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1530:56:1530:56: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1530:61:1530:61: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1530:62:1530:62: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1531:12:1531:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1531:46:1531:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1531:48:1531:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1532:12:1532:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1532:46:1532:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1532:49:1532:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1537:8:1537:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1537:29:1537:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1537:30:1537:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1537:52:1537:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1542:10:1542:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1542:45:1542:68: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1542:69:1542:69: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1543:14:1543:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1543:24:1543:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1543:35:1543:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1543:36:1543:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1544:13:1544:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1548:10:1548:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1548:46:1548:69: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1548:70:1548:70: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1549:34:1549:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1549:35:1549:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1550:13:1550:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1552:23:1552:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1552:42:1552:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1553:26:1553:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1553:37:1553:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1553:38:1553:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1553:72:1553:72: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1555:10:1555:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1555:46:1555:69: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1555:70:1555:70: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1556:32:1556:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1556:33:1556:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1575:8:1575:8: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1575:9:1575:9: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1583:36:1583:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1583:37:1583:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1588:21:1588:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1610:12:1610:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1610:14:1610:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1610:26:1610:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1610:37:1610:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1613:40:1613:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1613:42:1613:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1618:34:1618:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1618:35:1618:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1621:12:1621:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1621:17:1621:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1621:18:1621:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1621:25:1621:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1621:26:1621:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1621:36:1621:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1621:37:1621:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1622:14:1622:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1622:19:1622:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1622:20:1622:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1625:12:1625:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1625:13:1625:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1626:12:1626:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1626:13:1626:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1627:12:1627:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1627:17:1627:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1628:10:1628:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1628:15:1628:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1654:25:1654:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1654:29:1654:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1654:30:1654:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1654:33:1654:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1654:34:1654:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1654:35:1654:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1654:38:1654:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1659:12:1659:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1659:23:1659:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1659:24:1659:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1663:14:1663:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1663:19:1663:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1663:20:1663:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1664:15:1664:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1664:42:1664:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1666:15:1666:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1666:43:1666:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1668:15:1668:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1668:42:1668:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1670:15:1670:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1670:44:1670:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1672:15:1672:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1672:44:1672:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1674:15:1674:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1674:44:1674:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1676:15:1676:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1676:44:1676:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1681:49:1681:71: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1681:72:1681:72: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1682:43:1682:59: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1682:60:1682:60: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1683:12:1683:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1683:17:1683:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1684:10:1684:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1684:21:1684:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1691:1:1691:93: s103 line too long
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1691:28:1691:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1691:29:1691:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1691:30:1691:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1691:32:1691:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1691:33:1691:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1691:34:1691:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1691:35:1691:57: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1691:60:1691:60: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1691:61:1691:61: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1691:62:1691:62: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1691:66:1691:80: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1691:83:1691:83: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1691:84:1691:84: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1691:85:1691:85: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1691:89:1691:89: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1692:1:1692:94: s103 line too long
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1692:28:1692:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1692:29:1692:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1692:30:1692:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1692:32:1692:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1692:33:1692:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1692:34:1692:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1692:35:1692:57: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1692:60:1692:60: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1692:61:1692:61: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1692:62:1692:62: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1692:66:1692:80: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1692:83:1692:83: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1692:85:1692:85: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1692:86:1692:86: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1692:90:1692:90: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1693:1:1693:95: s103 line too long
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1693:28:1693:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1693:29:1693:29: s204 missing stylistic whitespaces
