texmf-dist/tex/latex/panda/BusyPanda.sty:29:19:29:39: s412 malformed function name
texmf-dist/tex/latex/panda/BusyPanda.sty:6594:37:6594:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6594:44:6594:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6595:10:6595:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6595:36:6595:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6595:37:6595:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6595:38:6595:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6595:45:6595:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6596:10:6596:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6596:41:6596:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6596:42:6596:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6596:43:6596:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6596:50:6596:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6597:10:6597:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6597:34:6597:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6597:35:6597:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6597:36:6597:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6597:43:6597:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6598:10:6598:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6598:45:6598:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6598:46:6598:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6598:47:6598:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6598:55:6598:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6599:10:6599:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6599:36:6599:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6599:37:6599:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6599:38:6599:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6599:45:6599:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6600:10:6600:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6600:37:6600:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6600:38:6600:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6600:39:6600:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6600:45:6600:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6601:10:6601:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6601:45:6601:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6601:46:6601:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6601:47:6601:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6601:54:6601:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6602:10:6602:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6602:38:6602:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6602:39:6602:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6602:40:6602:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6602:47:6602:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6603:10:6603:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6603:35:6603:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6603:36:6603:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6603:37:6603:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6603:44:6603:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6604:10:6604:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6604:35:6604:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6604:36:6604:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6604:37:6604:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6604:44:6604:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6605:10:6605:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6605:37:6605:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6605:38:6605:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6605:39:6605:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6605:46:6605:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6606:10:6606:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6606:30:6606:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6606:31:6606:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6606:32:6606:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6606:39:6606:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6607:10:6607:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6607:37:6607:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6607:38:6607:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6607:39:6607:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6607:46:6607:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6608:10:6608:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6608:30:6608:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6608:31:6608:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6608:32:6608:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6608:39:6608:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6609:10:6609:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6609:32:6609:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6609:33:6609:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6609:34:6609:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6609:41:6609:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6610:10:6610:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6610:33:6610:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6610:34:6610:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6610:35:6610:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6610:42:6610:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6611:10:6611:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6611:36:6611:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6611:37:6611:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6611:38:6611:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6611:45:6611:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6612:10:6612:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6612:35:6612:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6612:36:6612:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6612:37:6612:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6612:44:6612:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6613:10:6613:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6613:40:6613:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6613:41:6613:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6613:42:6613:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6613:49:6613:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6614:10:6614:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6614:33:6614:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6614:34:6614:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6614:35:6614:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6614:42:6614:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6615:10:6615:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6615:39:6615:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6615:40:6615:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6615:41:6615:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6615:48:6615:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6616:10:6616:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6616:32:6616:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6616:33:6616:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6616:34:6616:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6616:41:6616:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6617:10:6617:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6617:44:6617:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6617:45:6617:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6617:46:6617:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6617:52:6617:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6618:10:6618:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6618:37:6618:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6618:38:6618:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6618:39:6618:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6618:46:6618:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6619:10:6619:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6619:45:6619:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6619:46:6619:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6619:47:6619:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6619:55:6619:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6620:10:6620:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6620:38:6620:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6620:39:6620:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6620:40:6620:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6620:48:6620:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6621:10:6621:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6621:34:6621:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6621:35:6621:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6621:36:6621:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6621:43:6621:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6622:10:6622:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6622:40:6622:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6622:41:6622:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6622:42:6622:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6622:49:6622:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6623:10:6623:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6623:33:6623:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6623:34:6623:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6623:35:6623:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6623:42:6623:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6624:10:6624:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6624:41:6624:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6624:42:6624:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6624:43:6624:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6624:49:6624:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6625:10:6625:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6625:34:6625:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6625:35:6625:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6625:36:6625:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6625:43:6625:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6626:10:6626:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6626:35:6626:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6626:36:6626:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6626:37:6626:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6626:44:6626:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6627:10:6627:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6627:43:6627:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6627:44:6627:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6627:45:6627:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6627:52:6627:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6628:10:6628:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6628:36:6628:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6628:37:6628:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6628:38:6628:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6628:45:6628:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6629:10:6629:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6629:39:6629:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6629:40:6629:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6629:41:6629:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6629:49:6629:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6630:10:6630:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6630:32:6630:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6630:33:6630:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6630:34:6630:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6630:42:6630:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6631:10:6631:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6631:29:6631:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6631:30:6631:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6631:31:6631:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6631:38:6631:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6632:10:6632:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6632:35:6632:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6632:36:6632:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6632:37:6632:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6632:44:6632:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6633:10:6633:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6633:31:6633:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6633:32:6633:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6633:33:6633:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6633:40:6633:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6634:10:6634:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6634:32:6634:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6634:33:6634:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6634:34:6634:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6634:41:6634:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6635:10:6635:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6635:33:6635:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6635:34:6635:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6635:35:6635:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6635:42:6635:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6636:10:6636:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6636:35:6636:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6636:36:6636:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6636:37:6636:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6636:44:6636:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6637:10:6637:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6637:36:6637:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6637:37:6637:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6637:38:6637:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6637:45:6637:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6638:10:6638:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6638:33:6638:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6638:34:6638:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6638:35:6638:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6638:42:6638:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6639:10:6639:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6639:27:6639:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6639:28:6639:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6639:29:6639:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6639:37:6639:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6640:10:6640:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6640:39:6640:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6640:40:6640:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6640:41:6640:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6640:49:6640:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6641:10:6641:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6641:31:6641:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6641:32:6641:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6641:33:6641:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6641:41:6641:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6642:10:6642:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6642:27:6642:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6642:28:6642:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6642:29:6642:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6642:37:6642:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6643:10:6643:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6643:30:6643:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6643:31:6643:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6643:32:6643:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6643:40:6643:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6644:10:6644:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6644:40:6644:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6644:41:6644:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6644:42:6644:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6644:49:6644:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6645:10:6645:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6645:33:6645:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6645:34:6645:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6645:35:6645:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6645:42:6645:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6646:10:6646:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6646:33:6646:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6646:34:6646:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6646:35:6646:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6646:42:6646:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6647:10:6647:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6647:39:6647:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6647:40:6647:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6647:41:6647:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6647:48:6647:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6648:10:6648:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6648:35:6648:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6648:36:6648:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6648:37:6648:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6648:44:6648:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:6649:10:6649:10: s204 missing stylistic whitespaces
